"idt_ra","des_fase","des_turma","num_idade","num_inde","nam_pedra","num_iaa","num_ian","num_ieg","num_ips","num_ida","des_indicado","des_atingiu_pv","num_ipv","nam_fase_ideal","num_defasagem","num_ano"
RA-345,3.0,"3B",14,6.534766667,Ágata,8.8,5.0,6.8,6.26,4.6,"","",7.1725,Fase 4 (9° ano),-1,2023
RA-336,3.0,"3B",14,5.887708333,Quartzo,0.0,5.0,7.5,6.89,5.1,"","",7.255,Fase 4 (9° ano),-1,2023
RA-346,3.0,"3B",11,7.305541667,Ametista,0.0,10.0,9.4,8.14,6.2,"","",7.84,Fase 2 (5° e 6° ano),1,2023
RA-1148,3.0,"3B",11,7.227866667,Ametista,7.9,10.0,8.6,3.77,5.7,"","",7.2125,Fase 2 (5° e 6° ano),1,2023
RA-1149,3.0,"3C",14,7.410108333,Ametista,8.3,5.0,9.8,2.52,7.2,"","",8.1725,Fase 4 (9° ano),-1,2023
RA-1150,3.0,"3C",16,7.076008333,Ametista,9.2,2.5,9.8,2.52,6.7,"","",7.835,Fase 6 (2° EM),-3,2023
RA-1151,3.0,"3C",12,7.829958333,Ametista,7.5,10.0,9.5,2.52,8.3,"","",7.545,Fase 3 (7° e 8° ano),0,2023
RA-356,3.0,"3C",13,6.452008333,Ágata,9.2,10.0,8.5,2.52,3.4,"","",6.5025,Fase 3 (7° e 8° ano),0,2023
RA-1152,3.0,"3C",14,6.544916667,Ágata,0.0,5.0,9.4,5.0,6.8,"","",7.585,Fase 4 (9° ano),-1,2023
RA-221,3.0,"3C",15,6.959916667,Ágata,9.6,5.0,9.0,5.0,5.0,"","",7.38,Fase 5 (1° EM),-2,2023
RA-359,3.0,"3C",13,7.627125,Ametista,9.6,10.0,9.2,2.52,5.8,"","",8.255,Fase 3 (7° e 8° ano),0,2023
RA-360,3.0,"3C",13,5.790875,Quartzo,0.0,10.0,7.3,2.52,4.3,"","",7.4225,Fase 3 (7° e 8° ano),0,2023
RA-338,3.0,"3D",13,8.287441667,Topázio,8.3,10.0,9.1,7.52,6.7,"","",8.38,Fase 3 (7° e 8° ano),0,2023
RA-339,3.0,"3D",12,7.377583333,Ametista,0.0,10.0,8.9,7.52,7.1,"","",8.255,Fase 3 (7° e 8° ano),0,2023
RA-353,3.0,"3D",12,8.309016667,Topázio,8.8,10.0,9.9,2.52,8.4,"","",8.67,Fase 3 (7° e 8° ano),0,2023
RA-1153,3.0,"3D",14,7.968658333,Ametista,7.9,5.0,10.0,7.52,7.2,"","",8.63,Fase 4 (9° ano),-1,2023
RA-183,3.0,"3D",14,7.586241667,Ametista,7.9,5.0,9.7,2.52,7.7,"","",8.795,Fase 4 (9° ano),-1,2023
RA-342,3.0,"3D",15,7.539875,Ametista,7.5,5.0,8.6,7.52,6.6,"","",8.505,Fase 5 (1° EM),-2,2023
RA-187,3.0,"3D",13,7.809875,Ametista,7.5,10.0,9.9,2.52,6.9,"","",8.255,Fase 3 (7° e 8° ano),0,2023
RA-190,3.0,"3D",14,6.934158333,Ágata,7.9,5.0,9.5,2.52,5.7,"","",7.9575,Fase 4 (9° ano),-1,2023
RA-347,3.0,"3D",13,7.61835,Ametista,6.7,10.0,9.5,2.52,7.3,"","",7.7925,Fase 3 (7° e 8° ano),0,2023
RA-234,3.0,"3D",13,6.248741667,Ágata,6.7,10.0,8.0,2.52,5.6,"","",5.595,Fase 3 (7° e 8° ano),0,2023
RA-1154,3.0,"3F",13,7.701125,Ametista,9.6,10.0,9.3,5.63,5.1,"","",7.67,Fase 3 (7° e 8° ano),0,2023
RA-249,3.0,"3F",15,5.444625,Quartzo,0.0,5.0,8.2,5.0,4.9,"","",6.545,Fase 5 (1° EM),-2,2023
RA-380,3.0,"3F",14,4.912375,Quartzo,0.0,5.0,6.4,2.52,4.5,"","",6.5425,Fase 4 (9° ano),-1,2023
RA-250,3.0,"3F",13,7.598208333,Ametista,0.0,10.0,9.3,5.63,8.3,"","",8.625,Fase 3 (7° e 8° ano),0,2023
RA-367,3.0,"3F",12,7.38685,Ametista,8.8,10.0,8.7,2.52,5.9,"","",7.7925,Fase 3 (7° e 8° ano),0,2023
RA-1155,3.0,"3F",14,7.821633333,Ametista,9.2,5.0,9.2,5.63,8.0,"","",8.2925,Fase 4 (9° ano),-1,2023
RA-1156,3.0,"3F",12,7.340775,Ametista,8.3,10.0,9.2,2.52,5.3,"","",7.7925,Fase 3 (7° e 8° ano),0,2023
RA-368,3.0,"3F",14,5.796458333,Quartzo,0.0,5.0,7.7,2.52,6.7,"","",7.34,Fase 4 (9° ano),-1,2023
RA-387,3.0,"3F",14,4.794333333,Quartzo,0.0,5.0,6.8,2.52,3.0,"","",7.0075,Fase 4 (9° ano),-1,2023
RA-388,3.0,"3F",15,5.630833333,Quartzo,0.0,5.0,7.4,5.63,4.2,"","",7.835,Fase 5 (1° EM),-2,2023
RA-374,3.0,"3F",13,7.533891667,Ametista,8.8,10.0,8.3,5.63,5.4,"","",7.9175,Fase 3 (7° e 8° ano),0,2023
RA-377,3.0,"3F",13,7.205041667,Ametista,9.6,10.0,7.6,5.0,4.8,"","",7.6275,Fase 3 (7° e 8° ano),0,2023
RA-223,3.0,"3G",14,5.089833333,Quartzo,0.0,5.0,4.5,7.52,3.8,"","",7.1725,Fase 4 (9° ano),-1,2023
RA-236,3.0,"3G",13,7.337116667,Ametista,10.0,10.0,7.5,7.52,4.5,"","",7.2975,Fase 3 (7° e 8° ano),0,2023
RA-362,3.0,"3G",13,6.392625,Ágata,0.0,10.0,7.5,7.52,5.1,"","",7.0875,Fase 3 (7° e 8° ano),0,2023
RA-381,3.0,"3G",14,5.758041667,Quartzo,0.0,5.0,8.4,6.89,3.9,"","",6.84,Fase 4 (9° ano),-1,2023
RA-364,3.0,"3G",12,7.734891667,Ametista,8.8,10.0,9.0,6.89,5.8,"","",7.505,Fase 3 (7° e 8° ano),0,2023
RA-382,3.0,"3G",15,6.223833333,Ágata,0.0,5.0,9.4,6.26,5.2,"","",7.1725,Fase 5 (1° EM),-2,2023
RA-383,3.0,"3G",12,7.5408,Ametista,9.2,10.0,8.8,3.14,6.5,"","",7.5,Fase 3 (7° e 8° ano),0,2023
RA-384,3.0,"3G",13,6.757958333,Ágata,0.0,10.0,9.1,2.52,7.3,"","",7.335,Fase 3 (7° e 8° ano),0,2023
RA-1157,3.0,"3G",14,7.086633333,Ametista,9.2,5.0,8.8,6.26,5.7,"","",7.0025,Fase 4 (9° ano),-1,2023
RA-386,3.0,"3G",14,5.758425,Quartzo,9.2,5.0,7.0,2.52,3.3,"","",6.6325,Fase 4 (9° ano),-1,2023
RA-260,3.0,"3G",13,8.080008333,Topázio,9.2,10.0,9.9,7.52,6.1,"","",7.4175,Fase 3 (7° e 8° ano),0,2023
RA-390,3.0,"3G",12,6.905741667,Ágata,7.9,10.0,8.8,2.52,4.8,"","",7.005,Fase 3 (7° e 8° ano),0,2023
RA-1158,3.0,"3G",14,6.306666667,Ágata,7.5,5.0,8.6,2.52,4.3,"","",7.34,Fase 4 (9° ano),-1,2023
RA-391,3.0,"3I",13,6.5107,Ágata,7.9,10.0,7.5,2.52,3.5,"","",7.585,Fase 3 (7° e 8° ano),0,2023
RA-1159,3.0,"3I",12,5.913883333,Quartzo,5.8,10.0,6.6,2.52,3.1,"","",7.1325,Fase 3 (7° e 8° ano),0,2023
RA-392,3.0,"3I",15,6.567208333,Ágata,9.6,5.0,9.5,2.52,4.6,"","",7.17,Fase 5 (1° EM),-2,2023
RA-1160,3.0,"3I",13,6.636166667,Ágata,9.6,10.0,8.7,2.52,2.7,"","",7.2575,Fase 3 (7° e 8° ano),0,2023
RA-1161,3.0,"3I",13,7.317791667,Ametista,6.3,10.0,8.1,2.52,6.3,"","",8.63,Fase 3 (7° e 8° ano),0,2023
RA-395,3.0,"3I",12,7.469175,Ametista,9.2,10.0,8.6,2.52,6.0,"","",7.9175,Fase 3 (7° e 8° ano),0,2023
RA-450,3.0,"3K",14,6.819625,Ágata,9.6,5.0,8.4,2.52,5.4,"","",7.9175,Fase 4 (9° ano),-1,2023
RA-463,3.0,"3K",13,6.382383333,Ágata,9.2,10.0,5.4,2.52,4.0,"","",7.795,Fase 3 (7° e 8° ano),0,2023
RA-298,3.0,"3K",14,6.824333333,Ágata,9.6,5.0,8.6,2.52,5.5,"","",7.7525,Fase 4 (9° ano),-1,2023
RA-464,3.0,"3K",14,6.081675,Ágata,9.2,5.0,7.7,2.52,3.0,"","",7.38,Fase 4 (9° ano),-1,2023
RA-465,3.0,"3K",12,8.012875,Topázio,7.5,10.0,9.4,2.52,8.5,"","",8.17,Fase 3 (7° e 8° ano),0,2023
RA-442,3.0,"3K",12,6.814166667,Ágata,0.0,10.0,7.6,7.52,5.8,"","",8.1275,Fase 3 (7° e 8° ano),0,2023
RA-300,3.0,"3K",15,5.616691667,Quartzo,5.0,5.0,7.5,2.52,4.5,"","",6.5875,Fase 5 (1° EM),-2,2023
RA-467,3.0,"3K",14,6.552916667,Ágata,6.3,5.0,9.2,3.14,5.2,"","",7.5425,Fase 4 (9° ano),-1,2023
RA-468,3.0,"3K",14,5.911108333,Quartzo,8.3,5.0,6.0,6.27,3.4,"","",6.715,Fase 4 (9° ano),-1,2023
RA-1162,3.0,"3K",13,7.44215,Ametista,8.3,10.0,8.5,3.77,6.0,"","",7.7525,Fase 3 (7° e 8° ano),0,2023
RA-470,3.0,"3K",14,6.993766667,Ágata,8.8,5.0,9.2,5.0,4.9,"","",7.71,Fase 4 (9° ano),-1,2023
RA-474,3.0,"3K",14,5.283583333,Quartzo,0.0,5.0,7.8,5.0,3.3,"","",6.7575,Fase 4 (9° ano),-1,2023
RA-476,3.0,"3K",13,6.492408333,Ágata,7.9,10.0,7.0,2.52,4.1,"","",7.505,Fase 3 (7° e 8° ano),0,2023
RA-478,3.0,"3K",12,6.443616667,Ágata,6.7,10.0,7.3,2.52,4.4,"","",7.2975,Fase 3 (7° e 8° ano),0,2023
RA-410,3.0,"3K",14,6.140808333,Ágata,8.8,5.0,5.8,7.52,4.9,"","",6.0425,Fase 4 (9° ano),-1,2023
RA-411,3.0,"3L",13,7.779983333,Ametista,6.2,10.0,9.0,7.52,6.6,"","",7.5425,Fase 3 (7° e 8° ano),0,2023
RA-412,3.0,"3L",13,7.373891667,Ametista,8.8,10.0,8.9,2.52,6.2,"","",7.585,Fase 3 (7° e 8° ano),0,2023
RA-400,3.0,"3L",14,6.529425,Ágata,9.2,5.0,9.0,2.52,4.1,"","",7.375,Fase 4 (9° ano),-1,2023
RA-414,3.0,"3L",13,7.25025,Ametista,0.0,10.0,9.5,7.52,6.5,"","",7.585,Fase 3 (7° e 8° ano),0,2023
RA-415,3.0,"3L",12,7.18805,Ametista,7.1,10.0,8.2,7.52,3.7,"","",7.8325,Fase 3 (7° e 8° ano),0,2023
RA-1163,3.0,"3L",14,7.749391667,Ametista,8.8,5.0,9.3,7.52,7.2,"","",7.75,Fase 4 (9° ano),-1,2023
RA-273,3.0,"3L",14,6.337116667,Ágata,7.9,5.0,7.4,2.52,5.0,"","",7.6275,Fase 4 (9° ano),-1,2023
RA-471,3.0,"3L",13,6.855541667,Ágata,0.0,10.0,9.0,6.27,5.0,"","",8.125,Fase 3 (7° e 8° ano),0,2023
RA-416,3.0,"3L",13,8.144425,Topázio,9.2,10.0,9.8,2.52,7.6,"","",8.3375,Fase 3 (7° e 8° ano),0,2023
RA-417,3.0,"3L",13,8.257658333,Topázio,5.4,10.0,9.7,7.52,7.8,"","",8.2125,Fase 3 (7° e 8° ano),0,2023
RA-305,3.0,"3L",15,6.394291667,Ágata,0.0,5.0,8.9,7.52,5.2,"","",7.75,Fase 5 (1° EM),-2,2023
RA-418,3.0,"3L",11,8.1686,Topázio,8.8,10.0,10.0,2.52,8.1,"","",8.045,Fase 2 (5° e 6° ano),1,2023
RA-419,3.0,"3L",13,7.7261,Ametista,6.7,10.0,9.5,2.52,7.6,"","",7.875,Fase 3 (7° e 8° ano),0,2023
RA-421,3.0,"3L",12,8.030716667,Topázio,9.2,10.0,9.9,2.52,7.3,"","",8.17,Fase 3 (7° e 8° ano),0,2023
RA-407,3.0,"3L",14,7.665083333,Ametista,9.6,5.0,8.6,7.52,7.3,"","",7.5,Fase 4 (9° ano),-1,2023
RA-425,3.0,"3L",13,8.10555,Topázio,9.2,10.0,9.9,2.52,7.5,"","",8.3775,Fase 3 (7° e 8° ano),0,2023
RA-426,3.0,"3M",14,6.329158333,Ágata,5.4,5.0,7.6,5.0,5.0,"","",7.5425,Fase 4 (9° ano),-1,2023
RA-430,3.0,"3M",14,7.146716667,Ametista,9.2,5.0,9.3,2.52,6.4,"","",7.75,Fase 4 (9° ano),-1,2023
RA-1164,3.0,"3M",13,6.910091667,Ágata,9.2,10.0,7.5,2.52,4.8,"","",7.545,Fase 3 (7° e 8° ano),0,2023
RA-1165,3.0,"3M",12,7.880716667,Ametista,9.2,10.0,9.1,5.0,7.3,"","",7.2925,Fase 3 (7° e 8° ano),0,2023
RA-432,3.0,"3M",15,6.850183333,Ágata,8.8,5.0,9.0,2.52,5.2,"","",8.0425,Fase 5 (1° EM),-2,2023
RA-303,3.0,"3M",15,5.914291667,Quartzo,0.0,5.0,7.3,7.52,5.1,"","",7.05,Fase 5 (1° EM),-2,2023
RA-420,3.0,"3M",12,7.356358333,Ametista,8.3,10.0,9.3,2.52,5.3,"","",7.96,Fase 3 (7° e 8° ano),0,2023
RA-1166,3.0,"3M",15,7.307858333,Ametista,8.3,5.0,9.6,7.52,4.8,"","",7.9175,Fase 5 (1° EM),-2,2023
RA-1167,3.0,"3M",16,6.021891667,Ágata,8.8,2.5,7.6,2.52,3.8,"","",7.9625,Fase 6 (2° EM),-3,2023
RA-424,3.0,"3M",13,7.72685,Ametista,8.8,10.0,9.9,2.52,6.4,"","",7.7925,Fase 3 (7° e 8° ano),0,2023
RA-398,3.0,"3N",11,7.153766667,Ametista,6.7,10.0,8.1,2.52,6.5,"","",7.7925,Fase 2 (5° e 6° ano),1,2023
RA-399,3.0,"3N",13,7.000033333,Ametista,7.9,10.0,8.2,2.52,4.7,"","",8.165,Fase 3 (7° e 8° ano),0,2023
RA-428,3.0,"3N",13,7.821816667,Ametista,8.3,10.0,9.5,2.52,7.2,"","",8.0425,Fase 3 (7° e 8° ano),0,2023
RA-315,3.0,"3N",14,5.977708333,Quartzo,0.0,5.0,6.8,5.0,6.3,"","",7.8375,Fase 4 (9° ano),-1,2023
RA-402,3.0,"3N",13,6.632716667,Ágata,9.2,10.0,7.3,2.52,4.2,"","",6.88,Fase 3 (7° e 8° ano),0,2023
RA-1168,3.0,"3N",13,5.886625,Quartzo,0.0,10.0,8.8,2.52,3.5,"","",7.045,Fase 3 (7° e 8° ano),0,2023
RA-613,3.0,"3N",14,6.864508333,Ágata,9.2,5.0,9.4,5.0,4.8,"","",7.2125,Fase 4 (9° ano),-1,2023
RA-304,3.0,"3N",15,6.241583333,Ágata,0.0,5.0,8.8,5.0,5.7,"","",7.835,Fase 5 (1° EM),-2,2023
RA-457,3.0,"3N",13,8.256833333,Topázio,7.5,10.0,8.6,7.52,8.1,"","",8.045,Fase 3 (7° e 8° ano),0,2023
RA-307,3.0,"3N",15,6.047333333,Ágata,0.0,5.0,6.5,7.52,6.3,"","",7.46,Fase 5 (1° EM),-2,2023
RA-283,3.0,"3N",15,7.549025,Ametista,8.3,5.0,9.5,7.52,6.8,"","",7.5025,Fase 5 (1° EM),-2,2023
RA-459,3.0,"3N",13,8.240016667,Topázio,6.7,10.0,9.3,7.52,8.3,"","",7.88,Fase 3 (7° e 8° ano),0,2023
RA-440,3.0,"3P",12,6.989208333,Ágata,0.0,10.0,8.2,7.52,6.2,"","",7.835,Fase 3 (7° e 8° ano),0,2023
RA-443,3.0,"3P",14,6.895508333,Ágata,7.1,5.0,7.5,2.52,7.6,"","",8.125,Fase 4 (9° ano),-1,2023
RA-454,3.0,"3P",15,4.603416667,Quartzo,0.0,5.0,7.5,5.0,2.6,"","",5.54,Fase 5 (1° EM),-2,2023
RA-444,3.0,"3P",11,5.958791667,Quartzo,0.0,10.0,7.9,5.0,4.7,"","",6.4575,Fase 2 (5° e 6° ano),1,2023
RA-170,3.0,"3P",15,7.062433333,Ametista,8.8,5.0,8.9,2.52,7.2,"","",7.6725,Fase 5 (1° EM),-2,2023
RA-1169,3.0,"3P",14,7.213625,Ametista,7.5,5.0,9.5,5.0,6.3,"","",8.0025,Fase 4 (9° ano),-1,2023
RA-458,3.0,"3P",14,6.312083333,Ágata,9.6,5.0,6.9,7.52,3.8,"","",6.2475,Fase 4 (9° ano),-1,2023
RA-1170,3.0,"3P",14,6.874683333,Ágata,8.8,5.0,7.7,7.52,5.9,"","",6.5775,Fase 4 (9° ano),-1,2023
RA-1171,3.0,"3P",14,7.856033333,Ametista,7.9,5.0,8.4,5.0,8.7,"","",8.88,Fase 4 (9° ano),-1,2023
RA-449,3.0,"3P",12,7.396508333,Ametista,7.1,10.0,7.2,7.52,7.0,"","",6.8425,Fase 3 (7° e 8° ano),0,2023
RA-462,3.0,"3P",15,6.2267,Ágata,10.0,5.0,8.1,5.0,2.7,"","",6.5825,Fase 5 (1° EM),-2,2023
RA-176,4.0,"4A",14,8.316833333,Topázio,9.6,10.0,9.5,2.52,8.0,"","",9.0025,Fase 4 (9° ano),0,2023
RA-178,4.0,"4A",14,7.406658333,Ametista,7.9,10.0,8.7,2.52,5.9,"","",8.42,Fase 4 (9° ano),0,2023
RA-193,4.0,"4A",13,7.718566667,Ametista,8.3,10.0,9.4,2.52,6.5,"","",8.17,Fase 3 (7° e 8° ano),1,2023
RA-1172,4.0,"4A",16,7.030108333,Ametista,8.3,5.0,7.8,2.52,6.7,"","",8.46,Fase 6 (2° EM),-2,2023
RA-180,4.0,"4A",13,8.283216667,Topázio,9.2,10.0,9.4,2.52,8.0,"","",8.92,Fase 3 (7° e 8° ano),1,2023
RA-181,4.0,"4A",14,7.671208333,Ametista,9.6,10.0,8.3,2.52,6.8,"","",8.2525,Fase 4 (9° ano),0,2023
RA-195,4.0,"4A",14,7.60205,Ametista,7.1,10.0,9.2,2.52,6.0,"","",8.79,Fase 4 (9° ano),0,2023
RA-196,4.0,"4A",13,7.560991667,Ametista,7.9,10.0,9.0,2.52,6.2,"","",8.2125,Fase 3 (7° e 8° ano),1,2023
RA-211,4.0,"4A",14,8.024791667,Topázio,9.6,10.0,9.4,2.52,7.1,"","",8.71,Fase 4 (9° ano),0,2023
RA-197,4.0,"4A",13,7.967608333,Ametista,8.3,10.0,9.8,2.52,7.2,"","",8.46,Fase 3 (7° e 8° ano),1,2023
RA-229,4.0,"4A",13,8.207591667,Topázio,9.2,10.0,9.8,2.52,7.8,"","",8.42,Fase 3 (7° e 8° ano),1,2023
RA-186,4.0,"4A",14,7.817541667,Ametista,7.5,10.0,9.7,2.52,6.9,"","",8.46,Fase 4 (9° ano),0,2023
RA-189,4.0,"4A",14,7.727325,Ametista,7.9,10.0,9.4,2.52,6.5,"","",8.3775,Fase 4 (9° ano),0,2023
RA-191,4.0,"4A",14,7.263666667,Ametista,0.0,10.0,9.7,2.52,7.8,"","",8.4625,Fase 4 (9° ano),0,2023
RA-1173,4.0,"4A",14,7.67285,Ametista,8.8,10.0,9.7,2.52,6.0,"","",8.1225,Fase 4 (9° ano),0,2023
RA-217,4.0,"4B",15,6.96965,Ágata,8.3,5.0,8.6,2.52,5.6,"","",8.5025,Fase 5 (1° EM),-1,2023
RA-1174,4.0,"4B",15,7.333591667,Ametista,9.2,5.0,8.7,2.52,6.8,"","",8.3375,Fase 5 (1° EM),-1,2023
RA-192,4.0,"4B",16,6.616016667,Ágata,8.8,5.0,6.2,5.0,6.5,"","",7.3775,Fase 6 (2° EM),-2,2023
RA-184,4.0,"4B",13,8.430241667,Topázio,7.9,10.0,9.5,7.52,7.1,"","",8.5025,Fase 3 (7° e 8° ano),1,2023
RA-200,4.0,"4B",16,5.661166667,Quartzo,9.6,5.0,4.5,2.52,4.3,"","",7.17,Fase 6 (2° EM),-2,2023
RA-1175,4.0,"4B",17,5.939858333,Quartzo,8.3,2.5,5.3,2.52,6.3,"","",7.6275,Fase 7 (3° EM),-3,2023
RA-204,4.0,"4B",14,7.557558333,Ametista,8.8,10.0,7.9,2.52,7.1,"","",8.045,Fase 4 (9° ano),0,2023
RA-1176,4.0,"4B",13,8.881483333,Topázio,8.3,10.0,9.3,7.52,8.2,"","",9.17,Fase 3 (7° e 8° ano),1,2023
RA-1177,4.0,"4B",14,8.345491667,Topázio,10.0,10.0,9.9,2.52,7.2,"","",8.88,Fase 4 (9° ano),0,2023
RA-215,4.0,"4C",14,7.166475,Ametista,8.8,10.0,6.6,2.52,6.9,"","",7.7125,Fase 4 (9° ano),0,2023
RA-1178,4.0,"4C",16,7.066475,Ametista,8.8,5.0,9.3,2.52,5.7,"","",8.2125,Fase 6 (2° EM),-2,2023
RA-149,4.0,"4C",16,5.622266667,Quartzo,8.8,5.0,4.2,2.52,4.7,"","",7.2925,Fase 6 (2° EM),-2,2023
RA-1179,4.0,"4C",15,6.631333333,Ágata,9.6,5.0,8.1,4.38,5.0,"","",7.17,Fase 5 (1° EM),-1,2023
RA-218,4.0,"4C",15,5.811541667,Quartzo,0.0,5.0,6.7,2.52,6.7,"","",7.88,Fase 5 (1° EM),-1,2023
RA-220,4.0,"4C",14,7.102016667,Ametista,8.8,10.0,7.6,2.52,6.1,"","",7.5475,Fase 4 (9° ano),0,2023
RA-202,4.0,"4C",15,6.791641667,Ágata,8.8,5.0,7.9,2.52,5.9,"","",8.005,Fase 5 (1° EM),-1,2023
RA-1180,4.0,"4C",15,7.067983333,Ametista,8.3,5.0,9.5,5.0,5.4,"","",7.7125,Fase 5 (1° EM),-1,2023
RA-1181,4.0,"4C",14,6.971266667,Ágata,8.8,10.0,8.3,2.52,4.8,"","",7.3375,Fase 4 (9° ano),0,2023
RA-1182,4.0,"4C",16,5.709808333,Quartzo,7.5,5.0,6.3,2.52,4.2,"","",7.2125,Fase 6 (2° EM),-2,2023
RA-205,4.0,"4C",15,6.857625,Ágata,9.6,5.0,7.6,4.38,6.6,"","",7.09,Fase 5 (1° EM),-1,2023
RA-1183,4.0,"4C",15,6.269541667,Ágata,7.5,5.0,8.7,2.52,5.3,"","",6.7575,Fase 5 (1° EM),-1,2023
RA-237,4.0,"4F",15,7.436566667,Ametista,8.3,5.0,9.5,2.52,6.7,"","",8.96,Fase 5 (1° EM),-1,2023
RA-147,4.0,"4F",15,5.5425,Quartzo,0.0,5.0,7.0,5.63,4.5,"","",7.46,Fase 5 (1° EM),-1,2023
RA-240,4.0,"4F",14,6.337966667,Ágata,7.1,10.0,6.7,2.52,4.8,"","",6.9175,Fase 4 (9° ano),0,2023
RA-1184,4.0,"4F",16,7.381566667,Ametista,8.3,5.0,8.3,5.0,7.3,"","",8.045,Fase 6 (2° EM),-2,2023
RA-241,4.0,"4F",15,7.016,Ametista,0.0,5.0,9.9,2.52,7.5,"","",9.545,Fase 5 (1° EM),-1,2023
RA-242,4.0,"4F",14,8.221841667,Topázio,7.1,10.0,9.7,2.52,7.9,"","",9.3775,Fase 4 (9° ano),0,2023
RA-138,4.0,"4F",16,6.784075,Ágata,10.0,5.0,7.9,6.26,4.3,"","",7.4175,Fase 6 (2° EM),-2,2023
RA-244,4.0,"4F",13,7.044333333,Ametista,0.0,10.0,8.8,2.52,7.3,"","",8.8325,Fase 3 (7° e 8° ano),1,2023
RA-245,4.0,"4F",15,7.171166667,Ametista,0.0,5.0,10.0,2.52,8.1,"","",9.5875,Fase 5 (1° EM),-1,2023
RA-246,4.0,"4F",14,8.256766667,Topázio,8.8,10.0,9.9,4.39,6.8,"","",8.9175,Fase 4 (9° ano),0,2023
RA-141,4.0,"4F",15,6.719791667,Ágata,9.6,5.0,8.4,5.63,4.5,"","",7.0425,Fase 5 (1° EM),-1,2023
RA-239,4.0,"4G",16,6.411333333,Ágata,0.0,5.0,8.4,5.0,7.0,"","",7.6275,Fase 6 (2° EM),-2,2023
RA-1185,4.0,"4G",13,8.02675,Topázio,7.5,10.0,9.1,5.0,7.5,"","",8.3775,Fase 3 (7° e 8° ano),1,2023
RA-262,4.0,"4G",16,4.406458333,Quartzo,0.0,5.0,3.7,5.0,3.8,"","",6.05,Fase 6 (2° EM),-2,2023
RA-1186,4.0,"4G",16,7.281433333,Ametista,8.8,5.0,9.8,6.89,5.5,"","",7.3825,Fase 6 (2° EM),-2,2023
RA-397,4.0,"4G",15,6.207083333,Ágata,7.5,5.0,7.9,2.52,4.6,"","",7.465,Fase 5 (1° EM),-1,2023
RA-1187,4.0,"4G",13,6.644475,Ágata,8.8,10.0,6.9,2.52,5.3,"","",6.715,Fase 3 (7° e 8° ano),1,2023
RA-295,4.0,"4L",15,7.641016667,Ametista,8.8,5.0,8.8,2.52,7.7,"","",9.005,Fase 5 (1° EM),-1,2023
RA-269,4.0,"4L",14,8.116041667,Topázio,9.6,10.0,9.0,2.52,7.4,"","",8.7975,Fase 4 (9° ano),0,2023
RA-313,4.0,"4L",14,7.011091667,Ametista,9.2,10.0,8.7,2.52,3.9,"","",7.75,Fase 4 (9° ano),0,2023
RA-1190,4.0,"4L",14,6.330041667,Ágata,0.0,10.0,9.2,5.0,4.2,"","",7.045,Fase 4 (9° ano),0,2023
RA-301,4.0,"4L",14,6.760341667,Ágata,9.2,10.0,5.4,7.52,5.2,"","",6.465,Fase 4 (9° ano),0,2023
RA-286,4.0,"4L",15,5.713333333,Quartzo,0.0,5.0,7.5,5.0,4.7,"","",7.3375,Fase 5 (1° EM),-1,2023
RA-1191,4.0,"4L",14,6.175333333,Ágata,7.5,10.0,7.2,5.0,3.7,"","",6.26,Fase 4 (9° ano),0,2023
RA-1192,4.0,"4L",15,6.780741667,Ágata,7.9,5.0,8.7,2.52,5.8,"","",7.6675,Fase 5 (1° EM),-1,2023
RA-174,4.0,"4L",16,6.1242,Ágata,7.9,5.0,5.6,5.0,5.1,"","",7.2125,Fase 6 (2° EM),-2,2023
RA-1193,4.0,"4L",14,6.018083333,Ágata,0.0,10.0,7.8,5.0,4.1,"","",7.13,Fase 4 (9° ano),0,2023
RA-308,4.0,"4L",14,6.578558333,Ágata,5.4,10.0,6.8,5.0,4.9,"","",7.5025,Fase 4 (9° ano),0,2023
RA-152,4.0,"4M",16,6.30695,Ágata,7.9,5.0,7.7,2.52,4.5,"","",7.71,Fase 6 (2° EM),-2,2023
RA-270,4.0,"4M",14,7.982633333,Ametista,9.2,10.0,9.0,2.52,6.6,"","",9.1275,Fase 4 (9° ano),0,2023
RA-271,4.0,"4M",16,6.140333333,Ágata,0.0,5.0,9.3,2.52,5.9,"","",7.7125,Fase 6 (2° EM),-2,2023
RA-299,4.0,"4M",14,6.796541667,Ágata,0.0,10.0,9.6,2.52,6.1,"","",8.005,Fase 4 (9° ano),0,2023
RA-316,4.0,"4M",14,8.436908333,Topázio,10.0,10.0,9.5,7.52,5.7,"","",8.96,Fase 4 (9° ano),0,2023
RA-318,4.0,"4M",15,6.856575,Ágata,7.9,5.0,8.1,6.26,4.9,"","",7.71,Fase 5 (1° EM),-1,2023
RA-274,4.0,"4M",12,8.137625,Topázio,7.5,10.0,9.5,5.63,7.5,"","",8.295,Fase 3 (7° e 8° ano),1,2023
RA-320,4.0,"4M",14,8.393508333,Topázio,9.2,10.0,9.9,7.52,5.5,"","",8.96,Fase 4 (9° ano),0,2023
RA-277,4.0,"4M",15,7.7284,Ametista,8.3,5.0,9.9,7.52,5.5,"","",8.7525,Fase 5 (1° EM),-1,2023
RA-278,4.0,"4M",13,7.1935,Ametista,0.0,10.0,9.8,5.63,5.6,"","",8.3775,Fase 3 (7° e 8° ano),1,2023
